Longitude	Latitude	Elevation	Elevation	HCP1	PRP1	HCP2	PRP2	VpH	VEC_s	VEC_d	TWI
-75.744683	45.110117	58.34	58.34	34.56	24.46	31.38	32.72	6.29	35.27	39.14	12.43
-75.744647	45.110087	58.35	58.35	34.04	24.14	31.28	32.72	6.29	34.42	38.22	12.46
-75.744608	45.110055	58.37	58.37	33.58	23.96	30.56	31.74	6.28	33.57	37.29	12.49
-75.744570	45.110025	58.39	58.39	33.06	22.98	30.48	31.36	6.28	32.68	36.34	12.55
-75.744530	45.109995	58.42	58.42	32.10	22.98	29.80	30.92	6.26	31.31	34.83	12.67
-75.744493	45.109962	58.42	58.42	32.10	22.36	29.80	30.70	6.26	30.48	34.21	12.67
-75.744453	45.109932	58.42	58.42	32.10	22.36	29.54	30.50	6.26	29.77	33.75	12.54
-75.744422	45.109903	58.45	58.45	31.40	21.86	29.36	30.12	6.28	29.11	33.41	12.29
-75.744385	45.109873	58.48	58.48	30.74	21.02	28.88	29.60	6.31	28.57	33.20	12.13
-75.744348	45.109845	58.53	58.53	30.74	21.02	28.88	29.60	6.33	28.13	33.11	12.23
-75.744312	45.109815	58.54	58.54	32.58	23.00	29.38	31.26	6.35	27.88	33.20	12.51
-75.744275	45.109783	58.52	58.52	33.02	23.82	30.34	32.56	6.34	27.74	33.41	12.55
-75.744238	45.109753	58.48	58.48	33.52	23.82	30.42	32.56	6.30	27.87	33.93	12.33
-75.744200	45.109722	58.48	58.48	33.52	23.72	30.42	32.12	6.28	28.13	34.29	12.30
-75.744162	45.109690	58.47	58.47	33.44	23.26	30.22	32.12	6.26	28.41	34.55	12.39
-75.744120	45.109660	58.46	58.46	33.12	23.22	30.16	31.68	6.24	28.73	34.76	12.51
-75.744078	45.109632	58.47	58.47	33.02	23.04	30.12	31.48	6.23	29.15	34.97	12.62
-75.744042	45.109602	58.48	58.48	32.74	23.04	29.44	31.48	6.23	29.61	35.19	12.75
-75.744003	45.109570	58.48	58.48	32.74	23.88	29.44	31.82	6.24	30.09	35.45	12.55
-75.743972	45.109543	58.46	58.46	34.46	25.68	30.46	33.76	6.24	30.56	35.74	12.41
-75.743942	45.109518	58.44	58.44	35.12	25.68	30.60	34.24	6.26	30.97	36.04	12.36
-75.743917	45.109497	58.43	58.43	35.26	25.70	31.22	34.24	6.25	31.31	36.44	12.30
-75.743890	45.109477	58.41	58.41	35.62	25.90	31.26	34.60	6.26	31.48	36.54	12.12
-75.743865	45.109457	58.43	58.43	35.80	25.98	31.26	35.50	6.28	31.47	36.49	11.94
-75.743840	45.109438	58.43	58.43	35.80	25.98	31.26	35.50	6.28	31.47	36.49	11.94
-75.743813	45.109422	58.48	58.48	34.38	24.74	31.16	33.34	6.31	31.37	36.37	11.91
-75.743792	45.109402	58.48	58.48	33.98	24.74	30.48	32.96	6.34	31.23	36.24	11.96
-75.743770	45.109387	58.48	58.48	33.98	25.68	30.38	32.96	6.34	31.23	36.24	11.96
-75.743745	45.109373	58.46	58.46	34.00	25.68	29.04	33.28	6.37	31.08	36.11	11.90
-75.743717	45.109367	58.46	58.46	34.00	25.54	29.00	33.28	6.37	31.08	36.11	11.90
-75.743690	45.109368	58.48	58.48	32.80	23.30	29.00	31.88	6.40	30.86	35.83	11.78
-75.743663	45.109378	58.50	58.50	32.76	23.30	29.00	31.88	6.44	30.54	35.32	11.71
-75.743647	45.109395	58.53	58.53	32.76	23.78	29.62	32.12	6.44	30.45	35.15	12.02
-75.743648	45.109420	58.53	58.53	33.26	23.78	29.94	32.38	6.45	30.60	35.16	12.34
-75.743667	45.109443	58.54	58.54	33.26	23.40	30.04	32.56	6.45	30.37	34.82	12.21
-75.743693	45.109465	58.55	58.55	33.26	23.40	30.38	32.56	6.41	30.33	34.81	12.04
-75.743725	45.109488	58.52	58.52	33.80	24.26	30.48	33.28	6.38	30.66	35.32	11.81
-75.743783	45.109540	58.47	58.47	33.62	23.94	29.70	32.52	6.35	30.41	35.06	11.93
-75.743815	45.109565	58.46	58.46	32.96	23.74	29.62	31.72	6.32	30.30	35.01	11.98
-75.743847	45.109590	58.46	58.46	32.72	23.18	29.56	31.64	6.30	30.00	34.83	12.26
-75.743885	45.109620	58.48	58.48	31.94	22.76	29.18	30.66	6.28	29.56	34.51	12.42
-75.743927	45.109648	58.49	58.49	31.48	22.44	29.00	30.50	6.27	29.10	34.30	12.60
-75.743962	45.109678	58.50	58.50	31.48	22.44	29.00	30.50	6.27	28.17	33.80	12.50
-75.744002	45.109710	58.50	58.50	32.76	23.42	29.04	31.32	6.27	27.85	33.68	12.49
-75.744045	45.109742	58.51	58.51	32.76	23.42	29.52	31.32	6.28	27.60	33.62	12.43
-75.744080	45.109773	58.54	58.54	32.56	23.26	29.62	31.16	6.30	27.45	33.57	12.32
-75.744117	45.109802	58.56	58.56	31.78	21.66	29.62	30.14	6.32	27.37	33.49	12.50
-75.744155	45.109832	58.56	58.56	31.78	21.66	29.78	30.14	6.34	27.32	33.36	12.70
-75.744198	45.109867	58.54	58.54	31.88	22.28	30.00	30.38	6.37	27.50	33.26	12.53
-75.744235	45.109897	58.51	58.51	32.32	22.38	30.12	30.68	6.37	27.81	33.36	12.48
-75.744275	45.109932	58.48	58.48	32.32	22.38	30.12	30.68	6.36	28.31	33.58	12.45
-75.744313	45.109962	58.46	58.46	31.96	22.38	30.00	30.68	6.34	28.86	33.94	12.36
-75.744352	45.109995	58.43	58.43	31.96	22.56	30.00	30.76	6.32	29.44	34.32	12.32
-75.744392	45.110025	58.42	58.42	32.64	22.80	30.22	30.98	6.32	30.18	34.90	12.16
-75.744430	45.110057	58.41	58.41	32.76	22.88	30.24	31.06	6.32	30.82	35.52	12.06
-75.744470	45.110090	58.40	58.40	33.16	23.92	30.58	31.94	6.32	31.48	36.26	12.08
-75.744510	45.110120	58.40	58.40	33.74	24.58	30.50	32.58	6.32	32.16	37.01	12.11
-75.744548	45.110153	58.39	58.39	33.84	24.98	30.78	32.72	6.31	32.87	37.70	12.08
-75.744588	45.110183	58.38	58.38	34.38	25.28	31.04	32.98	6.31	33.56	38.37	12.03
-75.744627	45.110217	58.39	58.39	34.62	25.48	31.22	33.08	6.32	34.15	38.59	11.85
-75.744663	45.110247	58.37	58.37	34.86	25.62	31.64	33.48	6.32	34.96	39.07	11.79
-75.744705	45.110277	58.35	58.35	34.86	26.04	31.82	34.06	6.32	35.81	39.62	11.77
-75.744745	45.110305	58.34	58.34	35.48	26.40	32.12	34.06	6.33	36.71	40.22	11.76
-75.744788	45.110338	58.32	58.32	36.76	28.72	32.12	35.96	6.34	37.56	40.81	11.77
-75.744828	45.110370	58.30	58.30	37.66	30.10	32.32	36.78	6.36	38.30	41.22	11.79
-75.744867	45.110402	58.30	58.30	37.74	30.12	32.34	36.78	6.42	38.43	40.54	11.92
-75.744905	45.110432	58.29	58.29	37.66	30.10	32.34	36.78	6.46	38.65	40.55	11.96
-75.744948	45.110462	58.31	58.31	37.06	29.26	31.96	36.00	6.51	38.72	40.48	11.98
-75.744985	45.110492	58.32	58.32	36.80	28.76	31.80	35.96	6.56	38.76	40.40	12.06
-75.745023	45.110522	58.34	58.34	36.58	28.54	31.72	35.60	6.59	38.79	40.39	12.10
-75.745062	45.110552	58.36	58.36	36.12	28.28	31.72	35.14	6.61	38.81	40.56	12.12
-75.745100	45.110583	58.37	58.37	36.12	28.28	31.72	35.14	6.62	38.76	40.86	12.07
-75.745140	45.110613	58.37	58.37	36.80	29.28	31.96	36.30	6.65	38.61	41.08	11.86
-75.745177	45.110643	58.38	58.38	37.18	29.28	32.34	36.44	6.69	38.01	40.76	11.51
-75.745217	45.110673	58.38	58.38	37.28	29.44	32.42	36.44	6.73	37.65	40.88	11.08
-75.745255	45.110707	58.38	58.38	37.60	29.48	32.72	36.58	6.77	37.16	40.99	11.02
-75.745298	45.110738	58.41	58.41	37.60	29.52	32.72	36.70	6.80	36.42	40.80	10.95
-75.745337	45.110772	58.47	58.47	37.48	29.52	32.18	36.70	6.85	34.77	39.81	10.84
-75.745375	45.110803	58.52	58.52	36.34	28.58	30.88	35.44	6.86	33.38	38.47	10.73
-75.745413	45.110835	58.57	58.57	34.28	26.02	30.24	33.14	6.87	31.71	36.93	10.65
-75.745450	45.110868	58.62	58.62	32.52	24.00	29.18	31.36	6.86	29.78	35.08	10.55
-75.745490	45.110902	58.67	58.67	31.38	22.42	28.74	30.28	6.86	27.73	32.91	10.44
-75.745527	45.110930	58.74	58.74	30.22	21.04	27.68	28.96	6.87	25.62	30.55	10.32
-75.745567	45.110962	58.86	58.86	29.42	20.02	27.20	27.62	6.88	22.43	27.09	10.08
-75.745605	45.110993	58.93	58.93	28.98	19.24	26.92	27.16	6.89	20.59	24.87	9.95
-75.745642	45.111022	59.00	59.00	27.80	18.10	26.08	26.28	6.90	18.99	22.98	9.82
-75.745678	45.111052	59.08	59.08	25.86	16.60	24.68	24.54	6.90	17.87	21.62	9.71
-75.745718	45.111082	59.14	59.14	25.20	16.44	23.98	23.46	6.89	17.04	20.67	9.62
-75.745763	45.111113	59.22	59.22	25.10	16.30	23.62	23.40	6.90	16.51	19.71	9.52
-75.745802	45.111143	59.28	59.28	24.72	16.44	23.54	23.46	6.90	16.27	19.25	9.44
-75.745838	45.111172	59.34	59.34	24.60	16.18	23.46	23.14	6.92	16.13	18.81	9.40
-75.745872	45.111198	59.37	59.37	24.20	16.04	22.72	23.06	6.93	15.91	18.59	9.35
-75.745910	45.111228	59.42	59.42	23.82	15.40	22.54	22.28	6.95	15.87	18.22	9.33
-75.745948	45.111258	59.51	59.51	22.46	14.96	21.44	21.26	6.97	15.62	17.57	9.22
-75.745985	45.111288	59.55	59.55	22.46	14.96	20.84	21.08	6.96	15.56	17.27	9.18
-75.746022	45.111315	59.58	59.58	22.12	15.14	20.52	20.60	6.95	15.44	16.99	9.12
-75.746053	45.111345	59.61	59.61	22.12	15.14	20.22	20.56	6.95	15.21	16.74	9.05
-75.746088	45.111373	59.63	59.63	21.90	14.84	20.22	20.24	6.96	14.86	16.40	8.98
-75.746128	45.111403	59.68	59.68	21.84	14.46	20.22	20.14	6.97	14.49	16.02	8.88
-75.746167	45.111433	59.74	59.74	21.64	14.34	20.02	19.96	6.99	14.09	15.58	8.77
-75.746203	45.111463	59.81	59.81	20.82	13.56	19.78	19.30	7.01	13.68	15.10	8.65
-75.746242	45.111497	59.88	59.88	20.22	13.20	18.54	19.00	7.04	13.26	14.57	8.52
-75.746273	45.111528	60.04	60.04	18.74	11.80	16.88	17.18	7.09	12.71	13.87	8.14
-75.746308	45.111558	60.17	60.17	17.20	10.88	15.70	15.92	7.11	12.57	13.67	7.93
-75.746345	45.111590	60.30	60.30	16.18	10.26	14.12	14.52	7.12	12.54	13.56	7.72
-75.746380	45.111617	60.43	60.43	15.24	10.06	11.36	13.90	7.13	12.65	13.46	7.56
-75.746415	45.111643	60.54	60.54	12.68	9.22	8.94	11.16	7.14	12.60	13.31	7.50
-75.746453	45.111673	60.64	60.64	12.68	9.22	8.32	11.16	7.16	12.79	13.28	7.68
-75.746490	45.111705	60.69	60.69	13.22	10.84	8.32	11.94	7.18	12.93	13.28	7.80
-75.746523	45.111735	60.75	60.75	14.08	11.30	9.20	13.08	7.20	13.00	13.15	7.89
-75.746567	45.111765	60.81	60.81	14.08	11.30	9.22	13.08	7.23	12.97	12.94	7.98
-75.746598	45.111797	60.88	60.88	13.66	11.26	9.22	13.36	7.27	12.65	12.38	8.00
-75.746637	45.111825	60.90	60.90	13.14	10.56	9.00	12.36	7.28	12.52	12.25	7.92
-75.746675	45.111857	60.93	60.93	13.08	10.56	8.70	12.36	7.30	12.32	12.09	7.83
-75.746713	45.111890	60.97	60.97	12.26	10.18	8.38	11.60	7.31	12.07	11.95	7.72
-75.746752	45.111920	61.02	61.02	11.96	9.94	8.28	10.90	7.32	11.74	11.78	7.60
-75.746790	45.111952	61.08	61.08	11.96	10.18	8.28	11.60	7.34	11.28	11.52	7.48
-75.746823	45.111980	61.22	61.22	12.92	9.44	9.38	12.00	7.37	9.97	10.03	7.11
-75.746862	45.112012	61.30	61.30	12.92	9.44	9.38	12.00	7.38	9.49	9.37	6.96
-75.746903	45.112043	61.37	61.37	9.90	6.58	7.84	8.68	7.39	9.16	8.84	6.80
-75.746938	45.112073	61.46	61.46	8.92	6.58	6.78	8.10	7.40	8.92	8.44	6.64
-75.746978	45.112103	61.56	61.56	8.80	6.54	5.52	7.42	7.40	8.77	8.05	6.60
-75.747015	45.112132	61.65	61.65	7.88	6.54	4.92	6.26	7.40	8.66	7.75	6.70
-75.747052	45.112162	61.73	61.73	7.66	6.24	4.86	6.18	7.40	8.58	7.53	6.59
-75.747090	45.112187	61.84	61.84	7.46	6.18	4.86	5.88	7.40	8.51	7.34	6.40
-75.747120	45.112215	61.97	61.97	7.00	5.76	4.86	5.78	7.41	8.42	7.16	6.16
-75.747155	45.112240	62.10	62.10	7.00	5.64	4.68	5.78	7.41	8.36	7.04	6.03
-75.747192	45.112267	62.21	62.21	6.90	5.38	4.64	5.64	7.42	8.38	6.99	6.05
-75.747225	45.112297	62.35	62.35	6.74	5.50	4.58	6.00	7.44	7.95	6.44	5.97
-75.747262	45.112325	62.45	62.45	6.74	5.50	4.50	6.10	7.45	7.99	6.38	6.10
-75.747293	45.112355	62.69	62.69	6.74	5.86	4.50	6.10	7.49	7.57	5.78	6.14
-75.747330	45.112383	62.79	62.79	6.72	5.86	4.46	6.02	7.50	7.54	5.77	6.20
-75.747365	45.112413	62.91	62.91	6.32	5.26	4.18	5.42	7.51	7.52	5.82	6.07
-75.747402	45.112443	63.02	63.02	5.60	5.26	3.96	5.42	7.51	7.54	5.86	6.02
-75.747435	45.112470	63.15	63.15	5.50	5.54	3.96	5.54	7.52	7.53	5.77	5.90
-75.747470	45.112497	63.30	63.30	4.62	5.54	3.94	5.54	7.51	7.50	5.54	5.70
-75.747505	45.112523	63.45	63.45	1.76	6.06	3.70	5.46	7.51	7.45	5.17	5.62
-75.747533	45.112548	63.74	63.74	1.20	5.56	3.20	5.44	7.53	6.98	4.46	5.62
-75.747570	45.112577	63.88	63.88	1.76	5.80	3.12	5.20	7.53	6.78	3.93	5.51
-75.747597	45.112600	64.02	64.02	1.02	5.56	3.12	5.32	7.53	6.61	3.63	5.40
-75.747757	45.112732	64.88	64.88	3.04	3.10	2.70	3.80	7.55	5.55	1.92	5.01
-75.747792	45.112758	65.01	65.01	3.04	3.10	2.38	3.80	7.55	5.47	1.96	5.05
-75.747897	45.112838	65.31	65.31	1.00	2.12	2.38	3.14	7.55	5.33	1.29	4.96
-75.747932	45.112867	65.39	65.39	3.32	3.28	2.38	3.36	7.54	5.25	0.62	4.99
-75.747968	45.112895	65.47	65.47	3.88	3.28	2.28	3.36	7.54	5.16	0.22	5.03
-75.748002	45.112923	65.56	65.56	3.32	2.92	2.28	3.30	7.54	5.03	-0.16	5.05
-75.748037	45.112952	65.65	65.65	3.88	2.92	2.46	3.04	7.55	4.86	-0.27	5.01
-75.748068	45.112977	65.94	65.94	3.78	2.58	2.48	2.82	7.55	4.64	-0.54	5.40
-75.748102	45.113005	66.05	66.05	3.78	2.98	2.48	2.82	7.55	4.51	-0.81	5.41
-75.748138	45.113032	66.14	66.14	3.68	2.98	1.90	2.82	7.54	4.36	-1.18	5.48
-75.748172	45.113060	66.23	66.23	2.50	2.98	1.48	2.82	7.54	4.22	-1.26	5.52
-75.748465	45.113295	65.99	65.99	1.86	1.60	1.58	2.18	7.51	4.22	1.85	4.56
-75.748502	45.113323	65.71	65.71	4.24	3.06	2.20	3.16	7.50	4.39	2.51	4.33
-75.748538	45.113352	65.44	65.44	4.24	3.34	2.48	3.26	7.50	4.60	2.99	4.53
-75.748580	45.113382	65.22	65.22	4.46	3.34	2.74	4.16	7.50	4.79	3.31	5.00
-75.748622	45.113410	65.08	65.08	4.96	4.28	3.08	4.68	7.49	4.95	3.45	5.51
-75.748653	45.113440	64.99	64.99	5.16	4.28	3.08	4.68	7.47	5.05	3.44	5.82
-75.748687	45.113472	65.12	65.12	5.16	4.08	3.00	4.46	7.47	5.04	3.21	5.90
-75.748723	45.113502	65.06	65.06	5.16	3.78	2.96	4.14	7.46	5.04	2.92	6.06
-75.748760	45.113532	65.03	65.03	3.94	2.98	2.80	3.86	7.46	5.03	2.57	6.20
-75.748797	45.113562	65.15	65.15	3.72	2.98	2.56	3.78	7.47	5.03	2.15	7.07
-75.748833	45.113590	65.12	65.12	3.94	3.64	2.66	3.78	7.46	5.08	2.11	7.54
-75.748872	45.113623	65.09	65.09	4.54	3.64	2.46	3.74	7.45	5.11	1.99	8.06
-75.748908	45.113658	65.09	65.09	4.54	3.62	2.46	3.74	7.43	5.13	2.08	8.41
-75.748943	45.113688	65.13	65.13	4.54	3.42	2.46	3.58	7.42	5.12	2.52	8.14
-75.748978	45.113720	65.19	65.19	4.98	3.62	2.40	3.58	7.41	5.12	3.07	7.71
-75.749017	45.113747	65.24	65.24	4.98	3.36	2.52	3.50	7.41	5.15	3.45	7.28
-75.749055	45.113777	65.40	65.40	4.12	3.22	2.40	3.50	7.42	5.22	3.80	6.77
-75.749088	45.113807	65.38	65.38	3.90	3.22	2.06	3.50	7.39	5.30	3.94	6.18
-75.749123	45.113838	65.32	65.32	4.12	3.22	2.06	3.50	7.36	5.45	4.10	5.63
-75.749162	45.113865	65.26	65.26	4.68	3.52	2.30	3.70	7.34	5.70	4.35	5.22
-75.749193	45.113888	65.18	65.18	4.82	3.54	2.50	3.88	7.31	6.03	4.66	4.99
-75.749227	45.113910	65.29	65.29	5.40	4.18	2.52	4.14	7.32	6.19	4.78	5.09
-75.749252	45.113933	65.11	65.11	5.40	4.18	2.52	4.14	7.30	6.50	5.05	4.98
-75.749278	45.113953	65.08	65.08	4.48	4.04	2.52	3.90	7.28	7.10	5.49	5.05
-75.749300	45.113973	65.17	65.17	4.00	3.54	2.38	3.70	7.29	7.22	5.54	5.08
-75.749322	45.113990	65.14	65.14	3.90	3.46	2.44	3.56	7.28	7.65	5.89	5.23
-75.749342	45.114003	65.14	65.14	3.90	3.34	2.44	3.38	7.28	7.65	5.89	5.23
-75.749358	45.114018	65.07	65.07	3.84	3.34	2.52	3.56	7.27	7.99	6.08	5.43
-75.749368	45.114030	65.07	65.07	4.30	3.64	2.54	3.62	7.27	7.99	6.08	5.43
-75.749375	45.114042	65.07	65.07	4.84	3.64	2.74	3.62	7.27	7.99	6.08	5.43
-75.749377	45.114055	65.07	65.07	4.96	3.42	3.22	3.60	7.28	7.94	5.98	5.65
-75.749372	45.114067	65.07	65.07	5.10	3.02	3.92	3.46	7.28	7.94	5.98	5.65
-75.749362	45.114080	65.05	65.05	5.20	3.02	3.98	3.44	7.29	8.04	6.21	5.83
-75.749345	45.114087	65.13	65.13	5.20	3.02	3.98	3.16	7.31	7.90	6.05	5.83
-75.749330	45.114093	65.13	65.13	2.68	2.70	3.26	2.98	7.31	7.90	6.05	5.83
-75.749312	45.114088	65.13	65.13	2.68	2.70	3.24	2.98	7.31	7.90	6.05	5.83
-75.749290	45.114082	65.19	65.19	4.38	3.64	2.88	3.50	7.32	7.58	5.77	5.74
-75.749265	45.114072	65.24	65.24	4.58	3.64	2.86	3.58	7.34	7.59	5.61	5.60
-75.749240	45.114058	65.30	65.30	4.38	3.64	2.68	3.58	7.33	7.40	5.55	5.53
-75.749222	45.114040	65.48	65.48	4.58	3.78	2.32	4.00	7.34	6.95	5.22	5.64
-75.749197	45.114022	65.48	65.48	3.92	4.18	2.32	4.04	7.34	6.95	5.22	5.64
-75.749177	45.114002	65.68	65.68	3.90	4.18	2.32	4.04	7.35	6.47	4.78	6.05
-75.749157	45.113977	65.67	65.67	3.82	2.64	2.30	3.08	7.35	6.27	4.64	5.92
-75.749130	45.113952	65.82	65.82	3.72	2.18	2.34	2.72	7.37	5.93	4.35	6.33
-75.749093	45.113927	65.91	65.91	3.72	2.18	2.30	2.66	7.39	5.64	4.17	6.81
-75.749058	45.113900	65.93	65.93	3.92	2.38	2.24	2.72	7.42	5.55	4.13	7.15
-75.749020	45.113875	65.89	65.89	4.42	2.44	2.24	2.74	7.44	5.56	4.15	7.52
-75.748980	45.113850	65.79	65.79	4.46	2.64	2.26	2.98	7.46	5.60	4.13	7.80
-75.748943	45.113822	65.65	65.65	4.88	3.20	2.72	3.82	7.47	5.60	4.04	7.93
-75.748902	45.113792	65.47	65.47	5.74	4.36	3.04	4.58	7.48	5.63	3.80	8.19
-75.748860	45.113762	65.32	65.32	5.86	4.56	3.08	5.04	7.49	5.62	3.37	8.62
-75.748827	45.113728	65.26	65.26	5.86	4.56	3.18	5.04	7.49	5.56	2.72	9.08
-75.748795	45.113697	65.28	65.28	5.50	3.66	3.18	3.86	7.50	5.46	1.94	8.77
-75.748760	45.113668	65.41	65.41	5.48	3.48	3.18	3.86	7.50	5.21	1.20	8.31
-75.748727	45.113640	65.56	65.56	5.40	3.34	2.78	3.70	7.50	5.13	1.05	8.04
-75.748690	45.113610	65.67	65.67	5.04	3.10	2.76	3.58	7.50	5.06	1.14	7.80
-75.748655	45.113580	65.59	65.59	4.60	2.86	2.76	3.54	7.49	5.02	1.53	7.44
-75.748620	45.113548	65.63	65.63	4.80	3.10	2.70	3.58	7.49	4.96	1.83	7.11
-75.748585	45.113517	65.68	65.68	4.68	3.38	2.66	3.72	7.49	4.88	2.12	6.69
-75.748550	45.113487	65.78	65.78	4.68	3.38	2.54	3.72	7.49	4.78	2.23	6.22
-75.748518	45.113460	65.91	65.91	3.88	2.40	2.50	3.36	7.49	4.61	2.05	5.82
-75.748485	45.113432	66.11	66.11	3.84	2.10	2.50	3.06	7.49	4.42	1.76	5.74
-75.748455	45.113405	66.38	66.38	3.78	1.68	2.10	2.28	7.48	4.23	1.45	6.02
-75.748420	45.113378	66.62	66.62	3.36	1.44	1.86	2.02	7.47	4.07	1.19	6.56
-75.748383	45.113352	66.73	66.73	2.48	1.44	1.82	2.02	7.46	3.94	0.92	7.61
-75.748343	45.113322	66.72	66.72	2.46	1.28	1.82	2.52	7.44	3.86	0.60	8.48
-75.748307	45.113293	66.65	66.65	1.52	1.92	1.66	2.52	7.47	3.79	0.51	7.45
-75.748108	45.113150	66.63	66.63	2.78	2.04	2.24	2.60	7.48	3.96	-0.34	8.17
-75.748073	45.113120	66.63	66.63	3.12	2.30	2.24	2.56	7.49	4.01	-0.76	8.59
-75.748038	45.113090	66.61	66.61	2.78	2.04	2.02	2.42	7.50	4.06	-1.09	7.84
-75.747998	45.113060	66.56	66.56	2.64	2.30	1.82	2.42	7.50	4.12	-1.23	8.03
-75.747957	45.113028	66.49	66.49	2.64	2.74	1.82	2.94	7.50	4.20	-1.03	7.89
-75.747877	45.112967	66.29	66.29	4.00	2.38	2.20	2.90	7.51	4.44	-0.35	7.30
-75.747835	45.112937	66.23	66.23	2.94	2.38	2.00	2.86	7.52	4.48	-0.06	7.23
-75.747805	45.112905	66.16	66.16	2.94	2.52	2.00	2.90	7.54	4.50	0.17	7.13
-75.747765	45.112875	66.09	66.09	4.12	2.78	2.02	2.98	7.56	4.54	0.17	7.11
-75.747727	45.112843	66.03	66.03	4.12	2.78	2.08	3.04	7.57	4.54	0.19	7.12
-75.747688	45.112812	65.97	65.97	3.20	2.64	2.02	3.04	7.58	4.55	0.26	6.99
-75.747652	45.112777	65.57	65.57	1.36	2.14	1.84	2.92	7.59	4.88	0.96	5.67
-75.747538	45.112677	65.18	65.18	3.36	3.20	3.00	3.46	7.60	5.16	1.42	5.48
-75.747500	45.112647	64.72	64.72	3.90	3.60	3.02	4.18	7.58	5.65	2.57	5.47
-75.747462	45.112617	64.54	64.54	3.36	3.60	3.08	4.54	7.58	5.81	3.06	5.69
-75.747422	45.112585	64.36	64.36	2.94	3.60	3.02	4.54	7.58	5.94	3.51	5.83
-75.747345	45.112522	63.90	63.90	5.88	4.22	3.76	4.84	7.58	6.05	4.16	5.88
-75.747302	45.112492	63.83	63.83	6.20	4.34	3.98	4.94	7.60	5.81	3.87	5.82
-75.747262	45.112463	63.70	63.70	6.50	4.72	4.02	5.24	7.60	5.81	3.72	5.85
-75.747222	45.112435	63.35	63.35	6.50	4.72	3.98	5.24	7.56	6.09	3.98	5.74
-75.747187	45.112407	63.26	63.26	6.26	4.24	3.88	4.64	7.54	6.09	3.98	5.61
-75.747148	45.112380	63.17	63.17	6.04	3.84	3.86	4.42	7.53	6.08	4.02	5.52
-75.747112	45.112353	62.94	62.94	5.98	3.68	3.76	4.32	7.51	6.37	4.48	5.56
-75.747078	45.112325	62.81	62.81	5.98	3.84	3.76	4.42	7.51	6.35	4.66	5.68
-75.747047	45.112295	62.67	62.67	5.98	4.30	3.98	4.50	7.50	6.34	4.84	5.85
-75.747008	45.112265	62.53	62.53	6.30	4.52	4.12	4.96	7.51	6.35	4.99	6.04
-75.746973	45.112235	62.40	62.40	6.42	4.56	4.22	5.02	7.51	6.39	5.14	6.17
-75.746938	45.112205	62.30	62.30	6.46	4.68	4.22	5.06	7.52	6.42	5.27	6.15
-75.746902	45.112178	62.22	62.22	6.46	4.94	4.02	5.20	7.51	6.52	5.36	6.02
-75.746863	45.112148	62.17	62.17	6.64	4.94	4.02	5.20	7.49	6.61	5.45	5.80
-75.746827	45.112118	62.11	62.11	6.64	4.72	4.02	5.08	7.47	6.75	5.55	5.63
-75.746790	45.112087	61.82	61.82	6.64	4.66	4.16	5.08	7.43	7.55	6.54	5.88
-75.746753	45.112057	61.72	61.72	6.88	4.54	4.76	5.24	7.42	7.95	6.88	6.06
-75.746715	45.112027	61.62	61.62	7.12	4.54	4.82	5.34	7.40	8.37	7.21	6.28
-75.746673	45.111997	61.52	61.52	7.12	4.94	4.94	5.50	7.38	8.83	7.55	6.52
-75.746637	45.111967	61.40	61.40	7.12	5.06	5.12	6.06	7.36	9.33	7.93	6.76
-75.746602	45.111938	61.31	61.31	8.32	6.48	5.32	6.68	7.33	9.81	8.36	7.00
-75.746565	45.111907	61.23	61.23	9.10	6.58	5.84	7.24	7.31	10.23	8.84	7.23
-75.746528	45.111878	61.18	61.18	9.54	6.94	6.90	8.16	7.29	10.56	9.37	7.42
-75.746492	45.111847	61.13	61.13	11.44	8.56	7.74	9.92	7.26	10.85	9.93	7.54
-75.746455	45.111818	61.02	61.02	11.98	8.64	8.34	10.54	7.22	11.50	11.21	7.61
-75.746418	45.111788	60.95	60.95	11.98	8.64	8.34	10.54	7.21	11.90	11.82	7.65
-75.746382	45.111758	60.92	60.92	11.52	8.30	8.30	10.22	7.18	11.89	12.08	7.52
-75.746342	45.111730	60.88	60.88	11.42	7.90	8.24	9.72	7.16	11.85	12.24	7.34
-75.746303	45.111700	60.83	60.83	11.26	7.86	7.96	9.72	7.14	11.79	12.39	7.12
-75.746270	45.111670	60.76	60.76	11.26	7.90	7.96	10.04	7.12	11.74	12.53	6.96
-75.746230	45.111635	60.67	60.67	11.78	8.20	8.12	10.18	7.11	11.83	12.71	6.97
-75.746192	45.111602	60.40	60.40	13.30	8.76	9.86	11.24	7.08	12.20	13.33	7.42
-75.746155	45.111567	60.29	60.29	14.90	9.80	12.32	13.56	7.05	12.34	13.57	7.66
-75.746115	45.111535	60.20	60.20	16.38	10.18	13.90	15.04	7.02	12.47	13.76	7.87
-75.746075	45.111503	60.12	60.12	17.56	10.72	15.32	16.36	6.99	12.65	13.96	8.02
-75.746035	45.111475	60.03	60.03	17.60	10.78	16.30	16.46	6.96	12.83	14.18	8.18
-75.745995	45.111445	59.96	59.96	17.74	10.80	17.16	16.60	6.93	13.06	14.46	8.35
-75.745957	45.111415	59.82	59.82	18.56	11.42	17.50	17.04	6.93	13.76	15.35	8.67
-75.745920	45.111382	59.79	59.79	19.68	12.74	17.50	18.06	6.94	13.95	15.67	8.77
