Longitude	Latitude	Elevation	Elevation	HCP1	PRP1	HCP2	PRP2	VpH	VEC_s	VEC_d	TWI
-75.749208	45.109273	58.46	58.46	36.90	24.88	34.22	33.68	5.70	30.51	40.20	12.46
-75.749247	45.109303	58.49	58.49	36.90	24.88	34.22	33.68	5.71	30.31	38.99	12.37
-75.749283	45.109333	58.52	58.52	35.28	23.62	33.14	32.20	5.71	29.55	37.71	12.32
-75.749322	45.109363	58.56	58.56	33.60	21.20	32.84	29.96	5.72	28.57	35.83	12.25
-75.749358	45.109395	58.60	58.60	32.28	19.20	32.52	28.24	5.72	27.18	33.89	12.19
-75.749397	45.109425	58.66	58.66	31.80	18.86	32.06	27.86	5.71	24.09	30.69	12.23
-75.749437	45.109457	58.70	58.70	30.82	17.78	31.48	27.40	5.70	22.52	29.81	12.16
-75.749478	45.109485	58.72	58.72	30.22	17.10	31.10	26.34	5.72	21.25	29.93	11.97
-75.749513	45.109515	58.77	58.77	30.06	16.68	31.00	26.26	5.72	20.00	28.86	11.98
-75.749553	45.109545	58.81	58.81	29.90	16.48	30.84	25.76	5.73	19.21	29.09	11.86
-75.749593	45.109577	58.84	58.84	29.90	16.38	30.68	25.76	5.75	19.31	30.36	11.72
-75.749630	45.109607	58.88	58.88	29.62	16.28	30.64	25.76	5.75	18.53	29.85	11.84
-75.749667	45.109638	58.90	58.90	29.54	16.28	30.32	25.42	5.76	18.60	30.02	11.77
-75.749707	45.109668	58.96	58.96	29.54	16.60	30.32	25.42	5.78	18.36	30.63	11.87
-75.749742	45.109702	58.98	58.98	30.10	17.10	30.58	26.24	5.79	18.77	30.29	11.90
-75.749777	45.109732	59.00	59.00	30.42	17.30	30.72	26.28	5.81	19.16	29.50	11.89
-75.749817	45.109762	59.00	59.00	30.42	17.42	30.72	26.28	5.82	19.54	28.01	11.87
-75.749857	45.109793	59.00	59.00	30.40	17.60	30.70	26.28	5.84	19.88	26.84	11.80
-75.749895	45.109823	59.01	59.01	30.14	17.60	30.18	26.04	5.85	20.08	25.80	11.68
-75.749930	45.109852	59.03	59.03	29.30	17.20	30.00	25.66	5.86	20.28	25.04	11.60
-75.749965	45.109883	59.04	59.04	29.10	17.10	30.00	25.44	5.88	20.50	24.09	12.65
-75.750000	45.109913	59.04	59.04	28.58	17.10	29.36	24.76	5.89	20.79	23.97	12.54
-75.750037	45.109942	59.05	59.05	28.58	17.10	29.36	24.76	5.89	21.20	23.96	12.13
-75.750078	45.109970	59.07	59.07	28.94	17.14	29.32	25.38	5.89	21.65	24.09	12.07
-75.750118	45.110002	59.08	59.08	29.02	17.56	29.42	25.42	5.90	22.17	24.47	12.07
-75.750155	45.110032	59.10	59.10	28.94	17.56	29.32	25.38	5.89	22.76	25.12	11.96
-75.750195	45.110062	59.12	59.12	28.92	17.56	29.04	24.86	5.89	23.41	25.92	11.89
-75.750237	45.110090	59.14	59.14	28.40	17.36	28.86	24.58	5.87	23.94	26.86	11.81
-75.750272	45.110120	59.17	59.17	28.40	17.36	28.86	24.58	5.86	24.43	27.96	11.71
-75.750308	45.110152	59.20	59.20	29.06	17.68	28.86	24.98	5.84	24.89	29.06	11.94
-75.750345	45.110182	59.21	59.21	29.64	18.16	29.46	25.76	5.84	25.17	28.93	11.84
-75.750382	45.110208	59.23	59.23	29.84	18.28	29.46	26.06	5.83	25.35	28.95	11.74
-75.750418	45.110237	59.25	59.25	29.84	18.28	29.36	26.06	5.82	25.35	29.29	11.70
-75.750453	45.110267	59.26	59.26	29.42	18.66	29.12	25.92	5.82	25.28	29.81	11.83
-75.750490	45.110295	59.27	59.27	29.42	18.66	29.12	25.92	5.82	25.09	29.85	11.85
-75.750527	45.110327	59.27	59.27	29.48	18.66	29.14	25.92	5.83	24.78	29.01	11.80
-75.750562	45.110357	59.27	59.27	29.48	18.22	29.14	25.82	5.84	24.43	28.20	11.73
-75.750603	45.110388	59.27	59.27	28.92	18.22	29.06	25.64	5.85	24.13	27.50	11.66
-75.750640	45.110417	59.30	59.30	28.86	17.84	28.92	24.98	5.88	23.61	26.68	11.71
-75.750677	45.110448	59.32	59.32	28.92	17.92	28.80	25.16	5.90	23.53	26.31	11.86
-75.750717	45.110478	59.33	59.33	28.42	17.54	28.76	24.98	5.92	23.48	26.33	11.98
-75.750755	45.110508	59.35	59.35	28.34	17.66	28.64	24.98	5.94	23.41	26.53	11.99
-75.750792	45.110535	59.37	59.37	28.26	17.54	28.56	24.80	5.96	23.34	26.66	11.91
-75.750832	45.110563	59.40	59.40	28.20	17.52	28.18	24.80	5.96	23.23	26.85	11.84
-75.750867	45.110593	59.42	59.42	27.50	16.84	27.72	23.90	5.95	23.06	27.16	11.86
-75.750902	45.110623	59.44	59.44	27.28	16.84	27.50	23.56	5.96	22.80	27.32	11.87
-75.750937	45.110657	59.46	59.46	27.28	16.94	27.30	23.56	5.95	22.33	28.47	11.76
-75.750975	45.110688	59.46	59.46	27.54	17.00	27.30	23.74	5.94	22.17	28.70	11.65
-75.751017	45.110720	59.46	59.46	27.54	17.00	27.30	23.74	5.93	22.14	28.34	11.58
-75.751052	45.110750	59.47	59.47	27.54	17.04	27.24	23.74	5.92	22.24	27.96	11.71
-75.751090	45.110783	59.48	59.48	27.56	17.28	27.24	24.04	5.90	22.47	27.60	11.85
-75.751128	45.110815	59.51	59.51	27.98	17.36	27.36	24.08	5.89	22.76	27.31	11.97
-75.751167	45.110843	59.54	59.54	27.98	17.36	27.48	24.08	5.88	23.07	27.04	12.07
-75.751203	45.110873	59.60	59.60	27.48	16.88	27.48	23.58	5.86	23.40	27.04	12.22
-75.751240	45.110907	59.63	59.63	27.42	16.72	27.34	23.52	5.86	23.57	27.45	12.26
-75.751280	45.110938	59.67	59.67	27.12	16.60	26.98	23.28	5.85	23.65	28.06	12.31
-75.751317	45.110967	59.70	59.70	26.52	16.52	26.76	22.98	5.85	23.66	28.98	12.45
-75.751353	45.110997	59.71	59.71	26.46	16.22	26.62	22.66	5.83	23.66	29.47	12.54
-75.751392	45.111028	59.71	59.71	26.40	15.94	26.26	22.54	5.82	23.62	29.37	12.47
-75.751428	45.111058	59.72	59.72	25.92	15.74	26.18	21.96	5.81	23.51	29.68	12.37
-75.751465	45.111087	59.74	59.74	25.90	15.74	26.00	21.52	5.80	23.31	31.00	12.25
-75.751507	45.111117	59.75	59.75	25.84	15.74	25.66	21.52	5.81	23.20	31.04	12.21
-75.751543	45.111145	59.76	59.76	25.90	15.90	25.52	21.78	5.81	23.14	30.49	12.14
-75.751572	45.111172	59.76	59.76	25.92	16.32	25.66	22.16	5.82	23.11	29.56	12.08
-75.751610	45.111203	59.77	59.77	26.06	16.66	25.72	22.42	5.83	23.10	28.64	12.09
-75.751648	45.111235	59.78	59.78	26.34	16.66	25.92	22.68	5.84	23.14	27.79	12.11
-75.751688	45.111263	59.79	59.79	26.48	16.66	25.72	22.76	5.84	23.17	27.15	12.13
-75.751727	45.111292	59.79	59.79	26.48	16.74	25.70	22.90	5.85	23.19	26.81	12.14
-75.751767	45.111322	59.80	59.80	26.24	16.74	25.60	22.90	5.85	23.16	26.57	12.13
-75.751803	45.111353	59.85	59.85	26.08	16.68	25.34	22.16	5.87	23.05	26.41	12.07
-75.751837	45.111385	59.86	59.86	25.56	16.16	24.86	22.16	5.88	23.03	26.42	12.04
-75.751875	45.111415	59.86	59.86	25.56	16.16	24.86	22.16	5.89	23.00	26.54	12.02
-75.751912	45.111447	59.89	59.89	25.58	16.18	24.98	22.22	5.89	23.00	26.62	12.02
-75.751947	45.111475	59.91	59.91	25.72	16.28	24.98	22.28	5.90	23.01	26.83	12.05
-75.751988	45.111503	59.93	59.93	25.58	16.28	24.60	22.28	5.90	23.08	27.16	12.07
-75.752028	45.111535	59.96	59.96	25.38	16.28	24.10	22.06	5.89	23.17	27.46	12.01
-75.752065	45.111567	59.99	59.99	25.08	16.12	24.08	21.60	5.89	23.27	27.50	12.00
-75.752102	45.111597	60.04	60.04	24.32	15.50	23.30	20.98	5.89	23.17	27.17	12.09
-75.752138	45.111627	60.07	60.07	23.78	15.08	23.12	20.32	5.88	23.25	27.11	12.14
-75.752173	45.111657	60.10	60.10	23.50	14.88	22.64	20.02	5.89	23.04	27.22	12.20
-75.752213	45.111688	60.12	60.12	23.44	14.70	22.50	19.72	5.89	23.17	27.30	12.26
-75.752250	45.111718	60.13	60.13	23.28	14.70	22.34	19.72	5.88	23.27	27.02	12.29
-75.752292	45.111748	60.12	60.12	23.28	14.86	22.34	19.88	5.85	23.58	27.01	12.28
-75.752332	45.111780	60.13	60.13	23.28	14.86	22.24	19.90	5.84	23.50	27.36	12.26
-75.752368	45.111810	60.19	60.19	23.02	14.86	22.08	19.88	5.84	23.23	28.38	12.25
-75.752405	45.111840	60.22	60.22	23.00	14.86	21.68	19.90	5.85	23.10	28.95	12.35
-75.752443	45.111870	60.23	60.23	23.00	14.94	21.68	20.04	5.84	23.07	28.90	12.42
-75.752482	45.111900	60.24	60.24	23.28	14.96	21.98	20.04	5.84	22.96	27.90	12.45
-75.752520	45.111932	60.25	60.25	23.28	14.94	21.98	19.96	5.84	22.80	26.84	12.49
-75.752558	45.111962	60.26	60.26	23.14	14.90	22.04	19.72	5.84	22.62	26.04	12.53
-75.752597	45.111992	60.28	60.28	23.14	14.90	22.02	19.96	5.84	22.54	25.27	12.56
-75.752635	45.112023	60.28	60.28	23.68	15.22	22.04	20.30	5.84	22.37	24.60	12.58
-75.752675	45.112055	60.29	60.29	23.68	15.22	22.20	20.30	5.84	22.39	24.42	12.61
-75.752713	45.112085	60.31	60.31	23.22	15.12	22.20	20.08	5.84	22.49	24.31	12.73
-75.752755	45.112115	60.31	60.31	23.22	15.00	21.98	20.08	5.83	22.81	24.30	12.85
-75.752792	45.112147	60.31	60.31	23.22	14.76	21.98	20.08	5.84	22.98	24.34	12.94
-75.752828	45.112178	60.34	60.34	23.42	14.76	22.10	20.26	5.86	23.07	24.34	13.01
-75.752867	45.112208	60.34	60.34	23.28	15.02	22.14	20.26	5.87	23.29	24.32	12.99
-75.752908	45.112238	60.33	60.33	23.28	15.30	22.14	20.26	5.90	23.68	24.40	12.63
-75.752947	45.112270	60.32	60.32	23.28	15.40	22.00	20.26	5.91	23.86	24.50	12.55
-75.752987	45.112300	60.32	60.32	23.42	15.64	22.00	20.30	5.92	24.00	24.74	12.49
-75.753023	45.112332	60.34	60.34	23.72	15.70	22.12	20.54	5.94	24.10	25.03	12.44
-75.753062	45.112365	60.34	60.34	23.88	15.76	22.16	20.82	5.95	24.15	25.35	12.46
-75.753098	45.112397	60.37	60.37	23.88	15.94	22.20	21.20	5.97	24.18	25.46	12.51
-75.753133	45.112427	60.38	60.38	23.88	15.94	22.20	21.20	6.01	24.25	25.63	12.72
-75.753173	45.112458	60.37	60.37	23.74	16.10	22.04	20.90	6.03	24.32	25.80	12.70
-75.753212	45.112488	60.37	60.37	23.64	15.76	21.74	20.88	6.05	24.36	25.99	12.73
-75.753250	45.112520	60.38	60.38	23.64	16.10	21.66	20.90	6.07	24.72	26.37	12.83
-75.753287	45.112553	60.40	60.40	24.02	15.98	21.62	20.96	6.10	25.11	26.93	12.93
-75.753325	45.112583	60.42	60.42	24.02	15.98	21.62	20.96	6.12	25.67	27.69	12.97
-75.753362	45.112613	60.43	60.43	23.98	15.86	21.86	20.94	6.19	27.02	29.31	13.40
-75.753397	45.112645	60.43	60.43	23.98	15.86	22.18	20.94	6.22	28.55	30.61	13.44
-75.753428	45.112675	60.45	60.45	24.66	16.88	22.92	22.08	6.25	30.55	32.36	13.28
-75.753457	45.112698	60.46	60.46	26.62	18.66	24.38	24.34	6.28	32.93	34.48	13.27
-75.753482	45.112717	60.46	60.46	28.60	20.20	26.86	26.32	6.28	32.93	34.48	13.27
-75.753507	45.112733	60.45	60.45	31.78	22.12	30.96	29.04	6.31	35.57	36.92	13.26
-75.753548	45.112770	60.44	60.44	44.26	32.56	41.08	44.46	6.34	38.41	39.45	13.24
-75.753568	45.112787	60.41	60.41	49.86	36.34	48.80	48.98	6.37	41.46	42.40	13.18
-75.753590	45.112805	60.40	60.40	57.96	45.44	53.70	58.54	6.42	42.95	43.73	13.24
-75.753612	45.112820	60.40	60.40	63.90	49.50	61.10	64.50	6.38	44.36	45.13	13.28
-75.753630	45.112837	60.38	60.38	69.68	56.20	65.58	71.38	6.42	45.67	46.09	13.25
-75.753637	45.112852	60.38	60.38	72.04	59.96	65.68	73.34	6.42	45.67	46.09	13.25
-75.753633	45.112868	60.37	60.37	72.90	59.96	67.26	73.34	6.44	47.05	47.05	13.20
-75.753625	45.112882	60.35	60.35	72.90	55.56	69.52	71.62	6.47	48.29	47.86	13.12
-75.753612	45.112893	60.35	60.35	72.10	55.16	69.52	69.38	6.47	48.29	47.86	13.12
-75.753597	45.112897	60.36	60.36	70.66	55.12	66.98	67.80	6.49	47.34	47.23	12.94
-75.753573	45.112895	60.36	60.36	70.48	55.12	66.22	67.08	6.49	47.34	47.23	12.94
-75.753548	45.112883	60.39	60.39	69.38	55.12	61.80	67.08	6.51	46.43	46.67	12.68
-75.753522	45.112865	60.40	60.40	68.66	53.84	61.62	67.08	6.50	43.93	44.89	12.80
-75.753495	45.112847	60.38	60.38	60.14	42.64	55.36	57.94	6.47	42.21	43.37	13.22
-75.753472	45.112827	60.40	60.40	50.10	32.92	51.18	46.10	6.48	41.29	42.86	13.14
-75.753443	45.112805	60.43	60.43	42.04	32.78	38.04	40.00	6.45	38.59	40.66	13.44
-75.753417	45.112780	60.44	60.44	34.70	23.28	33.62	31.62	6.42	36.70	38.67	13.71
-75.753387	45.112752	60.45	60.45	28.36	18.26	27.00	23.34	6.39	34.05	36.21	13.92
-75.753352	45.112725	60.46	60.46	25.52	17.30	23.12	21.82	6.36	31.53	33.80	13.99
-75.753320	45.112697	60.46	60.46	24.04	16.40	21.76	20.66	6.33	29.36	31.63	13.84
-75.753280	45.112668	60.46	60.46	23.82	16.26	21.40	20.66	6.31	27.60	29.85	13.78
-75.753247	45.112638	60.46	60.46	23.70	16.26	21.00	20.66	6.23	25.60	27.67	13.57
-75.753213	45.112607	60.45	60.45	23.42	16.16	20.86	20.56	6.21	24.82	26.63	13.46
-75.753172	45.112577	60.44	60.44	23.42	16.12	20.86	20.56	6.18	24.48	26.01	13.33
-75.753135	45.112547	60.43	60.43	23.32	16.04	20.96	20.44	6.16	24.19	25.62	12.76
-75.753102	45.112518	60.42	60.42	23.22	15.90	20.96	20.24	6.12	24.37	25.66	12.73
-75.753060	45.112490	60.44	60.44	23.22	15.90	20.98	20.24	6.11	24.07	25.29	13.09
-75.753027	45.112462	60.43	60.43	23.46	15.82	21.22	20.20	6.07	24.04	25.29	12.98
-75.752990	45.112433	60.45	60.45	23.46	15.82	21.24	20.20	6.05	24.02	25.19	12.95
-75.752948	45.112403	60.45	60.45	23.26	15.76	21.24	20.20	6.03	23.98	24.94	13.01
-75.752913	45.112375	60.44	60.44	23.26	15.76	21.24	20.30	6.01	23.88	24.68	13.05
-75.752877	45.112345	60.44	60.44	23.30	15.76	21.84	20.54	6.00	23.65	24.49	13.00
-75.752842	45.112317	60.40	60.40	23.94	15.82	22.14	20.52	5.96	23.43	24.33	12.85
-75.752805	45.112288	60.39	60.39	23.94	15.64	22.14	20.52	5.94	23.24	24.39	12.98
-75.752768	45.112257	60.38	60.38	23.58	15.38	22.06	20.12	5.91	23.02	24.42	13.18
-75.752732	45.112227	60.38	60.38	23.12	15.38	21.60	20.12	5.89	22.77	24.39	13.14
-75.752697	45.112195	60.37	60.37	23.12	15.38	21.58	20.06	5.88	22.53	24.35	13.03
-75.752660	45.112165	60.36	60.36	23.38	15.44	21.58	20.06	5.87	22.34	24.35	12.87
-75.752622	45.112135	60.35	60.35	23.48	15.48	21.38	20.06	5.87	22.17	24.38	12.74
-75.752585	45.112105	60.33	60.33	23.48	15.48	21.38	20.06	5.87	22.12	24.45	12.57
-75.752547	45.112077	60.33	60.33	22.74	15.02	21.38	20.06	5.88	22.16	24.58	12.52
-75.752508	45.112048	60.32	60.32	22.56	14.80	21.38	19.44	5.88	22.32	25.15	12.56
-75.752467	45.112020	60.32	60.32	22.56	14.80	21.06	19.44	5.88	22.49	25.75	12.67
-75.752430	45.111988	60.31	60.31	22.86	14.84	21.40	19.60	5.89	22.68	26.38	12.64
-75.752398	45.111955	60.30	60.30	22.86	14.84	21.46	19.74	5.89	22.83	27.05	12.54
-75.752362	45.111925	60.28	60.28	22.62	14.58	21.58	19.74	5.90	22.92	27.53	12.41
-75.752328	45.111895	60.26	60.26	22.52	14.58	21.46	19.32	5.90	22.95	27.49	12.33
-75.752290	45.111867	60.25	60.25	22.52	14.44	21.52	19.18	5.90	22.87	27.07	12.30
-75.752253	45.111837	60.24	60.24	22.56	14.44	21.52	19.18	5.91	22.77	26.49	12.28
-75.752213	45.111807	60.20	60.20	23.18	14.82	21.64	19.80	5.91	22.69	26.27	12.28
-75.752177	45.111777	60.18	60.18	23.18	14.82	21.74	19.80	5.91	22.75	26.49	12.28
-75.752142	45.111747	60.17	60.17	22.70	14.26	21.74	19.46	5.92	22.66	26.58	12.26
-75.752105	45.111717	60.15	60.15	22.70	14.26	21.80	19.40	5.92	22.59	26.64	12.22
-75.752067	45.111688	60.13	60.13	23.16	14.32	22.14	19.40	5.93	22.56	26.46	12.16
-75.752028	45.111658	60.10	60.10	23.24	14.70	22.22	19.78	5.93	22.58	26.40	12.06
-75.751990	45.111630	60.07	60.07	23.82	15.28	22.70	20.56	5.93	22.65	26.63	11.98
-75.751953	45.111598	60.04	60.04	24.34	15.82	23.20	21.32	5.93	22.71	26.74	11.94
-75.751918	45.111567	60.00	60.00	25.16	16.12	23.54	21.60	5.92	22.85	26.73	11.98
-75.751882	45.111537	59.98	59.98	25.16	16.30	23.82	21.60	5.92	22.90	26.28	11.95
-75.751845	45.111508	59.96	59.96	24.94	16.30	24.10	21.44	5.92	22.92	26.01	11.91
-75.751807	45.111478	59.93	59.93	24.94	16.12	24.16	21.44	5.91	22.98	25.86	11.90
-75.751768	45.111447	59.91	59.91	25.30	16.12	24.58	21.84	5.91	23.04	25.75	11.94
-75.751735	45.111415	59.89	59.89	25.38	16.42	24.64	22.08	5.90	23.08	25.67	11.97
-75.751697	45.111385	59.87	59.87	25.80	16.72	24.86	22.16	5.89	23.04	25.62	11.99
-75.751660	45.111355	59.85	59.85	25.96	16.78	24.98	22.52	5.88	23.01	25.71	12.00
-75.751620	45.111327	59.83	59.83	25.96	16.78	25.02	22.52	5.87	22.95	25.97	12.01
-75.751577	45.111295	59.81	59.81	25.68	16.42	25.20	22.20	5.86	22.91	26.95	12.04
-75.751538	45.111267	59.81	59.81	25.68	16.42	25.24	22.20	5.85	22.90	27.67	12.06
-75.751500	45.111237	59.80	59.80	25.96	16.62	25.36	22.34	5.83	22.93	28.49	12.06
-75.751462	45.111205	59.78	59.78	25.98	16.74	25.48	22.40	5.82	23.00	29.08	12.09
-75.751427	45.111175	59.77	59.77	26.16	16.74	25.48	22.58	5.81	23.12	29.48	12.15
-75.751387	45.111145	59.76	59.76	26.34	16.74	25.62	22.64	5.80	23.26	29.32	12.21
-75.751355	45.111115	59.74	59.74	26.34	16.68	26.16	22.64	5.79	23.41	29.03	12.28
-75.751317	45.111083	59.73	59.73	26.34	16.68	26.28	22.66	5.79	23.58	29.06	12.43
-75.751280	45.111052	59.72	59.72	27.34	17.30	26.64	23.60	5.80	23.65	28.83	12.48
-75.751245	45.111022	59.70	59.70	27.34	17.30	26.96	23.80	5.82	23.64	28.51	12.51
-75.751208	45.110992	59.69	59.69	27.20	17.50	26.96	23.80	5.83	23.51	28.05	12.51
-75.751170	45.110963	59.66	59.66	27.20	17.52	26.96	23.64	5.84	23.29	27.59	12.48
-75.751133	45.110932	59.64	59.64	26.98	17.52	26.82	23.54	5.86	23.00	27.38	12.36
-75.751093	45.110903	59.63	59.63	26.98	16.80	26.82	23.30	5.88	22.68	27.38	12.06
-75.751053	45.110870	59.59	59.59	26.80	16.80	26.52	23.00	5.90	22.34	27.40	11.71
-75.751015	45.110842	59.58	59.58	26.56	16.80	26.28	23.00	5.92	22.03	27.65	11.62
-75.750975	45.110812	59.57	59.57	26.22	16.78	26.08	23.00	5.93	21.79	27.88	11.62
-75.750943	45.110782	59.56	59.56	26.20	16.74	26.28	22.74	5.94	21.65	28.18	11.70
-75.750908	45.110752	59.53	59.53	26.10	16.38	26.04	22.44	5.94	21.74	28.30	11.69
-75.750873	45.110722	59.53	59.53	25.90	16.10	26.44	22.40	5.95	21.82	28.31	11.83
-75.750837	45.110692	59.53	59.53	25.90	16.04	26.50	22.44	5.96	21.96	27.79	11.99
-75.750800	45.110662	59.52	59.52	26.24	16.04	26.58	22.60	5.97	22.10	27.01	12.09
-75.750760	45.110632	59.50	59.50	26.98	16.58	27.04	23.16	5.98	22.22	26.39	12.13
-75.750723	45.110602	59.45	59.45	26.98	16.64	27.04	23.28	5.98	22.58	25.90	12.22
-75.750683	45.110573	59.43	59.43	26.92	16.72	27.04	23.28	5.97	22.53	25.49	12.28
-75.750647	45.110543	59.41	59.41	26.92	16.72	27.32	23.28	5.95	22.44	25.50	12.13
-75.750608	45.110512	59.40	59.40	26.94	16.86	27.38	23.74	5.92	22.43	25.35	11.87
-75.750568	45.110483	59.38	59.38	27.86	17.26	27.78	24.20	5.90	22.42	25.44	11.69
-75.750532	45.110450	59.35	59.35	27.86	17.32	28.08	24.32	5.89	22.49	25.78	11.59
-75.750497	45.110417	59.33	59.33	27.96	17.50	28.08	24.42	5.87	22.64	26.37	11.63
-75.750460	45.110385	59.31	59.31	28.06	17.54	28.16	24.48	5.84	23.34	27.89	11.82
-75.750425	45.110357	59.31	59.31	28.06	17.54	28.52	24.56	5.83	23.57	28.67	12.01
-75.750388	45.110327	59.31	59.31	28.18	17.74	28.52	24.72	5.83	23.84	28.76	12.16
-75.750352	45.110297	59.29	59.29	28.18	17.80	28.52	24.84	5.83	24.07	28.43	12.03
-75.750317	45.110268	59.26	59.26	28.82	18.04	28.74	25.44	5.83	24.20	28.15	11.96
-75.750280	45.110240	59.24	59.24	29.40	18.10	29.46	25.74	5.83	24.25	28.06	11.94
-75.750243	45.110212	59.22	59.22	29.40	18.08	29.46	25.76	5.84	24.20	28.01	11.92
-75.750205	45.110182	59.20	59.20	29.34	18.08	28.94	25.76	5.85	24.10	27.66	11.93
-75.750168	45.110153	59.18	59.18	28.62	17.36	28.76	24.66	5.85	23.90	26.96	11.95
-75.750130	45.110123	59.15	59.15	28.34	17.36	28.76	24.66	5.86	23.67	26.17	11.94
-75.750093	45.110092	59.10	59.10	28.34	17.54	28.84	24.72	5.88	23.22	25.04	11.92
-75.750053	45.110060	59.07	59.07	29.08	18.36	29.00	25.54	5.89	22.84	24.53	11.88
-75.750015	45.110028	59.03	59.03	29.08	18.36	29.36	25.54	5.89	22.53	24.30	11.82
-75.749973	45.109995	59.00	59.00	28.72	17.88	29.36	25.42	5.90	22.20	24.22	11.81
-75.749938	45.109968	58.99	58.99	28.72	17.32	29.26	25.22	5.90	21.91	24.23	11.85
-75.749900	45.109943	58.99	58.99	28.72	17.32	29.20	25.18	5.89	21.68	24.31	11.90
-75.749862	45.109915	58.99	58.99	28.72	17.32	29.22	25.04	5.89	21.45	24.58	11.96
-75.749825	45.109888	59.01	59.01	28.42	16.40	29.20	24.78	5.88	21.20	24.92	12.06
-75.749788	45.109863	59.03	59.03	28.42	16.40	29.20	24.72	5.87	20.70	25.17	12.30
-75.749747	45.109837	59.02	59.02	28.42	16.50	29.20	24.72	5.85	20.43	25.87	12.51
-75.749712	45.109808	59.02	59.02	28.46	16.58	29.64	25.00	5.84	19.84	26.56	12.64
-75.749672	45.109778	59.01	59.01	29.26	17.02	29.84	25.76	5.83	19.38	27.24	12.70
-75.749638	45.109748	59.00	59.00	29.26	17.02	29.84	25.76	5.81	18.88	27.53	12.51
-75.749602	45.109718	58.96	58.96	29.02	16.66	29.82	25.56	5.79	18.01	28.12	12.14
-75.749567	45.109687	58.93	58.93	28.84	16.36	29.82	25.20	5.78	17.72	27.56	12.11
-75.749532	45.109653	58.90	58.90	28.84	16.36	29.90	25.20	5.77	17.62	27.14	12.10
-75.749493	45.109623	58.86	58.86	29.12	16.56	29.90	25.28	5.76	17.81	26.94	12.09
-75.749458	45.109595	58.83	58.83	29.12	16.56	29.90	25.28	5.74	18.36	26.67	12.11
-75.749422	45.109565	58.80	58.80	29.12	16.56	29.90	25.22	5.73	19.20	26.67	12.12
-75.749383	45.109537	58.76	58.76	29.36	16.56	30.34	25.22	5.73	20.34	27.06	12.12
-75.749345	45.109507	58.72	58.72	30.64	18.16	30.40	26.76	5.73	21.67	27.73	12.12
-75.749308	45.109475	58.65	58.65	30.76	18.56	30.80	27.34	5.72	24.03	29.73	12.20
-75.749272	45.109445	58.60	58.60	32.42	20.34	31.48	28.38	5.73	25.64	31.29	12.24
-75.749237	45.109417	58.56	58.56	33.70	21.84	32.00	30.16	5.72	26.98	33.01	12.29
-75.749200	45.109385	58.53	58.53	33.90	21.90	32.52	30.48	5.72	28.00	34.58	12.34
-75.749167	45.109353	58.52	58.52	34.86	23.44	32.80	31.70	5.71	28.51	35.78	12.35
-75.749135	45.109323	58.51	58.51	34.86	23.44	32.80	31.70	5.70	28.87	37.15	12.34
-75.749100	45.109293	58.54	58.54	32.96	20.60	32.50	28.98	5.69	28.50	37.11	12.04
-75.749070	45.109267	58.59	58.59	32.24	20.48	31.48	28.88	5.69	27.64	36.30	11.94
-75.749037	45.109238	58.62	58.62	32.10	20.38	31.48	28.70	5.69	26.49	35.14	12.01
-75.748998	45.109208	58.60	58.60	32.02	19.26	31.48	28.00	5.69	24.82	34.79	12.19
-75.748960	45.109177	58.57	58.57	31.80	19.26	31.84	28.00	5.69	23.56	34.31	12.22
-75.748918	45.109145	58.53	58.53	31.80	19.40	32.10	28.28	5.69	22.50	33.29	12.21
-75.748880	45.109115	58.50	58.50	32.64	20.60	32.10	29.20	5.69	21.72	31.30	12.32
-75.748843	45.109087	58.50	58.50	32.64	20.60	31.74	29.20	5.69	21.15	29.36	12.52
-75.748803	45.109057	58.50	58.50	30.90	18.94	30.76	27.60	5.69	20.76	27.87	12.71
-75.748767	45.109027	58.50	58.50	29.34	17.56	30.00	26.10	5.70	20.30	26.66	12.83
-75.748728	45.108997	58.51	58.51	29.26	16.86	29.78	25.36	5.70	19.96	25.69	12.88
-75.748693	45.108968	58.52	58.52	28.70	16.02	29.48	25.10	5.71	18.97	24.02	12.89
-75.748655	45.108937	58.51	58.51	28.06	15.62	29.38	24.50	5.71	18.68	23.48	12.82
-75.748617	45.108903	58.51	58.51	28.06	15.62	29.38	24.50	5.71	18.62	23.25	12.81
-75.748575	45.108872	58.49	58.49	28.54	15.76	29.44	24.84	5.72	18.88	23.36	12.62
-75.748538	45.108842	58.46	58.46	28.56	15.76	29.48	24.84	5.73	19.46	23.73	12.42
-75.748500	45.108808	58.42	58.42	28.60	16.18	30.20	24.92	5.74	20.49	24.45	12.36
-75.748458	45.108777	58.40	58.40	28.94	16.18	30.26	25.20	5.77	21.86	25.58	12.37
-75.748418	45.108742	58.38	58.38	30.60	17.62	31.10	26.94	5.80	23.54	27.14	12.28
-75.748378	45.108710	58.34	58.34	31.62	18.70	32.40	28.36	5.83	25.46	29.10	12.09
-75.748342	45.108678	58.27	58.27	32.98	20.22	32.82	29.98	5.86	27.27	31.22	11.85
-75.748303	45.108647	58.16	58.16	34.62	22.06	33.66	31.48	5.88	29.08	33.56	11.62
-75.748267	45.108620	58.10	58.10	36.60	24.64	33.88	33.84	5.90	29.27	34.32	11.74
-75.748232	45.108592	58.08	58.08	36.60	24.64	34.68	33.84	5.92	28.52	34.04	11.85
