Longitude	Latitude	Elevation	Elevation	ShallowEC	DeepEC
-97.990082	41.275219	517.114	517.114	1.5	17.1
-97.990128	41.275219	517.141	517.141	1.3	14.2
-97.990189	41.275219	517.163	517.163	1.4	15.9
-97.990242	41.275219	517.177	517.177	1.1	14.9
-97.990295	41.275219	517.202	517.202	1	13.5
-97.990341	41.275219	517.21	517.21	1.1	13.2
-97.990402	41.275219	517.204	517.204	1.2	13.8
-97.990456	41.275219	517.215	517.215	1.2	13.2
-97.990501	41.275219	517.234	517.234	1	13.4
-97.990555	41.275219	517.261	517.261	0.9	11.7
-97.990601	41.275219	517.28	517.28	0.9	11.3
-97.990646	41.275219	517.297	517.297	0.8	10.1
-97.990692	41.275219	517.323	517.323	0.8	11.4
-97.99073	41.275219	517.355	517.355	0.8	12
-97.990768	41.275219	517.402	517.402	0.9	12.8
-97.990814	41.275219	517.448	517.448	0.8	11.8
-97.99086	41.275219	517.496	517.496	0.8	10.8
-97.990906	41.275219	517.551	517.551	0.7	10.9
-97.990967	41.275219	517.594	517.594	0.6	10.3
-97.991028	41.275219	517.62	517.62	0.7	9.2
-97.991081	41.275219	517.646	517.646	0.7	8.2
-97.99115	41.275219	517.67	517.67	0.8	7.9
-97.991203	41.275219	517.688	517.688	0.9	7.8
-97.991257	41.275219	517.714	517.714	0.9	7.9
-97.991302	41.275219	517.727	517.727	0.8	8
-97.991341	41.275219	517.731	517.731	0.8	7.8
-97.991371	41.275219	517.737	517.737	0.8	7.2
-97.991409	41.275219	517.742	517.742	0.9	7.1
-97.991447	41.275219	517.751	517.751	0.9	7.4
-97.991486	41.275219	517.771	517.771	0.7	7.3
-97.991531	41.275219	517.787	517.787	0.6	6.5
-97.991577	41.275219	517.816	517.816	0.7	7.7
-97.991623	41.275219	517.843	517.843	0.8	7.3
-97.991684	41.275219	517.854	517.854	0.6	6.2
-97.991745	41.275219	517.869	517.869	0.6	6.5
-97.991798	41.275219	517.874	517.874	0.6	7.8
-97.991852	41.275219	517.877	517.877	0.7	8.7
-97.991898	41.275219	517.911	517.911	0.7	5.7
-97.991959	41.275219	517.968	517.968	0.6	4.9
-97.99202	41.275219	518.012	518.012	0.6	4.6
-97.992065	41.275219	518.035	518.035	0.5	4.6
-97.992111	41.275219	518.016	518.016	0.5	4.4
-97.992165	41.275219	517.991	517.991	0.4	4.8
-97.99221	41.275219	517.984	517.984	0.6	5.2
-97.992264	41.275219	517.997	517.997	0.8	5.7
-97.99231	41.275219	518.031	518.031	0.6	5.8
-97.992348	41.275219	518.06	518.06	0.5	5.6
-97.992386	41.275223	518.082	518.082	0.4	3.7
-97.992439	41.275227	518.107	518.107	0.4	4
-97.992493	41.275227	518.14	518.14	0.4	3.6
-97.992531	41.275227	518.17	518.17	0.4	3.7
-97.992569	41.275227	518.18	518.18	0.4	3.6
-97.992615	41.275227	518.161	518.161	0.4	3.6
-97.992668	41.275227	518.159	518.159	0.4	4.7
-97.992706	41.275227	518.169	518.169	0.5	5.9
-97.992752	41.275227	518.177	518.177	0.6	5.2
-97.99279	41.275227	518.197	518.197	0.5	5.3
-97.992828	41.275227	518.225	518.225	0.6	6
-97.992874	41.275227	518.235	518.235	0.6	5.7
-97.992912	41.275227	518.211	518.211	0.7	5.7
-97.99295	41.275227	518.182	518.182	0.8	6.1
-97.992981	41.275227	518.148	518.148	0.7	8.1
-97.993019	41.275227	518.108	518.108	0.7	6.9
-97.993042	41.275227	518.094	518.094	0.6	5
-97.993065	41.275227	518.094	518.094	0.5	5
-97.993088	41.27523	518.102	518.102	0.5	6.1
-97.993103	41.275238	518.129	518.129	0.3	1.7
-97.993118	41.275253	518.161	518.161	0.3	1.4
-97.993126	41.275269	518.208	518.208	0.5	2.2
-97.993134	41.275284	518.24	518.24	0.4	2.8
-97.993134	41.275299	518.252	518.252	0.4	5.2
-97.993126	41.275314	518.254	518.254	0.5	4.6
-97.993118	41.275326	518.254	518.254	0.5	3.7
-97.993103	41.275337	518.24	518.24	0.5	3.9
-97.99308	41.275341	518.24	518.24	0.6	5.1
-97.993057	41.275345	518.233	518.233	0.4	3.8
-97.993042	41.275345	518.215	518.215	0.4	3.6
-97.993019	41.275341	518.225	518.225	0.5	4.7
-97.992996	41.275337	518.24	518.24	0.5	6
-97.992966	41.27533	518.254	518.254	0.6	4.9
-97.992935	41.275326	518.28	518.28	0.7	5.6
-97.992905	41.275326	518.315	518.315	0.8	6.2
-97.992874	41.275326	518.336	518.336	0.9	7.9
-97.992836	41.275326	518.337	518.337	0.7	5.9
-97.992798	41.275326	518.318	518.318	0.8	6.6
-97.99276	41.275326	518.286	518.286	0.8	6.9
-97.992722	41.275326	518.266	518.266	0.6	6.8
-97.992668	41.275326	518.251	518.251	0.4	4.3
-97.992615	41.275326	518.247	518.247	0.4	3.8
-97.992569	41.275326	518.254	518.254	0.6	4.4
-97.992523	41.275326	518.246	518.246	0.6	3.8
-97.992477	41.275326	518.232	518.232	0.6	4.2
-97.992424	41.275326	518.208	518.208	0.5	3.9
-97.992371	41.275326	518.185	518.185	0.5	2.3
-97.99231	41.275326	518.162	518.162	0.5	3.4
-97.992264	41.275326	518.15	518.15	0.4	4.5
-97.99221	41.275326	518.134	518.134	0.4	5
-97.992157	41.275326	518.106	518.106	0.4	4.3
-97.992096	41.275326	518.076	518.076	0.4	4.3
-97.99205	41.275326	518.036	518.036	0.5	5.3
-97.992004	41.275326	518.002	518.002	0.6	6.8
-97.991951	41.275326	517.965	517.965	0.7	6.6
-97.991898	41.275326	517.934	517.934	0.7	5.5
-97.991852	41.275326	517.91	517.91	0.7	6.1
-97.991806	41.275326	517.895	517.895	0.7	6.6
-97.99176	41.275322	517.894	517.894	0.8	6.3
-97.991707	41.275318	517.898	517.898	0.8	6.6
-97.991653	41.275318	517.906	517.906	0.8	6.2
-97.991608	41.275318	517.902	517.902	0.8	7.4
-97.991562	41.275318	517.903	517.903	0.7	5.9
-97.991501	41.275318	517.9	517.9	0.8	5.7
-97.991447	41.275318	517.9	517.9	0.7	5.2
-97.991394	41.275318	517.906	517.906	0.6	6.1
-97.991341	41.275318	517.902	517.902	0.6	7.2
-97.991287	41.275318	517.894	517.894	0.6	7
-97.991234	41.275318	517.885	517.885	0.6	7.1
-97.991188	41.275318	517.862	517.862	0.7	7.7
-97.991135	41.275318	517.812	517.812	0.8	7.6
-97.991074	41.275318	517.768	517.768	0.8	7.6
-97.991028	41.275318	517.727	517.727	0.8	8
-97.990967	41.275318	517.686	517.686	0.7	7.9
-97.990906	41.275318	517.644	517.644	0.8	8.2
-97.990852	41.275318	517.596	517.596	1	8.6
-97.990784	41.275318	517.557	517.557	1	8.3
-97.99073	41.275318	517.518	517.518	0.8	10.6
-97.990677	41.275318	517.465	517.465	0.6	10
-97.990608	41.275318	517.392	517.392	0.7	8.4
-97.99054	41.275318	517.312	517.312	0.8	7.5
-97.990486	41.275318	517.242	517.242	1.1	9.2
-97.990433	41.275318	517.212	517.212	1.4	12.7
-97.990372	41.275314	517.219	517.219	1.1	12.6
-97.990311	41.275311	517.219	517.219	1	14.4
-97.990257	41.275311	517.187	517.187	1.2	14.4
-97.990211	41.275314	517.157	517.157	1.1	9.5
-97.990158	41.275314	517.152	517.152	0.9	9.5
-97.990097	41.275311	517.142	517.142	0.9	11.4
-97.990051	41.275311	517.116	517.116	1	13
-97.990005	41.275311	517.071	517.071	1.1	13.1
-97.989975	41.275311	517.029	517.029	1.3	12.4
-97.989944	41.275311	516.999	516.999	1.5	13.4
-97.989914	41.275311	516.959	516.959	1.7	15.9
-97.989891	41.275311	516.905	516.905	1.8	14.6
-97.989868	41.275311	516.843	516.843	1.7	17.3
-97.989845	41.275311	516.787	516.787	1.8	18.9
-97.989807	41.275311	516.786	516.786	1.9	20.2
-97.989777	41.275311	516.862	516.862	1.4	15.3
-97.989738	41.275311	516.934	516.934	1.3	13.5
-97.9897	41.275311	516.996	516.996	1.2	10.3
-97.989655	41.275311	517.068	517.068	1	11.1
-97.989609	41.275311	517.119	517.119	1	10.9
-97.989563	41.275311	517.149	517.149	0.9	10.2
-97.98951	41.275311	517.172	517.172	0.8	12.7
-97.989456	41.275311	517.198	517.198	0.8	13.4
-97.989395	41.275311	517.219	517.219	0.6	10.6
-97.989349	41.275311	517.256	517.256	0.6	6.6
-97.989304	41.275311	517.292	517.292	0.6	5.5
-97.989243	41.275311	517.306	517.306	0.6	5.8
-97.989182	41.275311	517.297	517.297	0.7	5.9
-97.989128	41.275311	517.291	517.291	0.6	5.5
-97.989075	41.275311	517.292	517.292	0.6	5.4
-97.989014	41.275311	517.293	517.293	0.6	6.4
-97.988953	41.275311	517.324	517.324	0.6	5.2
-97.988914	41.275307	517.332	517.332	0.6	5.1
-97.988876	41.275303	517.32	517.32	0.6	5.9
-97.988831	41.275303	517.315	517.315	0.6	5.2
-97.988777	41.275307	517.306	517.306	0.6	3.8
-97.988724	41.275311	517.297	517.297	0.5	2.9
-97.988678	41.275307	517.282	517.282	0.6	3.5
-97.988625	41.275303	517.288	517.288	0.6	3.5
-97.988571	41.275303	517.294	517.294	0.5	3.2
-97.988518	41.275303	517.302	517.302	0.5	3.3
-97.988464	41.275303	517.305	517.305	0.5	2.5
-97.988411	41.275303	517.291	517.291	0.5	2.7
-97.988358	41.275303	517.28	517.28	0.6	4.1
-97.988297	41.275303	517.276	517.276	0.6	7
-97.988235	41.275303	517.275	517.275	0.6	5.5
-97.98819	41.275303	517.255	517.255	0.6	6.1
-97.988136	41.275303	517.232	517.232	0.6	6.7
-97.988068	41.275303	517.208	517.208	0.7	7
-97.988014	41.275303	517.187	517.187	0.7	7.2
-97.987961	41.275303	517.169	517.169	0.8	7.2
-97.987892	41.275303	517.165	517.165	0.8	7
-97.987839	41.275303	517.161	517.161	0.8	6.1
-97.987778	41.275303	517.147	517.147	0.7	5.6
-97.987717	41.275303	517.141	517.141	0.6	5.8
-97.987663	41.275303	517.136	517.136	0.6	5.2
-97.98761	41.275303	517.121	517.121	0.5	4.4
-97.987549	41.275303	517.109	517.109	0.7	4.5
-97.987488	41.275303	517.095	517.095	0.7	4.8
-97.987434	41.275303	517.079	517.079	0.7	4.5
-97.987381	41.275303	517.049	517.049	0.6	3.5
-97.98732	41.275303	517.016	517.016	0.5	3
-97.987259	41.275303	517.002	517.002	0.5	3.2
-97.987206	41.275303	516.987	516.987	0.8	4.3
-97.987152	41.275303	516.964	516.964	0.6	2.9
-97.987091	41.275303	516.953	516.953	0.5	2.8
-97.98703	41.275303	516.942	516.942	0.5	3
-97.986969	41.275303	516.931	516.931	0.4	5
-97.986916	41.275303	516.915	516.915	0.4	4
-97.986862	41.275299	516.915	516.915	0.4	4.1
-97.986801	41.275291	516.939	516.939	0.7	4.6
-97.98674	41.275291	516.922	516.922	0.7	4.2
-97.986679	41.275291	516.876	516.876	0.6	3.9
-97.986618	41.275291	516.846	516.846	0.5	5.5
-97.986565	41.275291	516.828	516.828	0.5	4.6
-97.986511	41.275291	516.794	516.794	0.6	6.3
-97.98645	41.275291	516.761	516.761	0.6	4.6
-97.986404	41.275291	516.727	516.727	0.7	4.8
-97.986343	41.275291	516.682	516.682	0.7	9.7
-97.986282	41.275291	516.659	516.659	0.9	10.2
-97.986221	41.275291	516.651	516.651	0.8	9.1
-97.986176	41.275291	516.638	516.638	0.9	9.5
-97.986115	41.275291	516.617	516.617	0.8	8.2
-97.986061	41.275291	516.593	516.593	0.8	7.3
-97.986008	41.275291	516.565	516.565	1	10
-97.985947	41.275291	516.542	516.542	1.1	11.9
-97.985886	41.275288	516.522	516.522	1.3	14.8
-97.985832	41.275284	516.496	516.496	1	11.6
-97.985779	41.275284	516.468	516.468	1	11.8
-97.985733	41.275284	516.453	516.453	1	13.1
-97.985687	41.275284	516.446	516.446	1	15.6
-97.985641	41.275284	516.428	516.428	1	14
-97.985588	41.275284	516.409	516.409	1.1	15.2
-97.985535	41.275284	516.407	516.407	0.9	15.2
-97.985481	41.275284	516.394	516.394	0.9	13.7
-97.985428	41.27528	516.36	516.36	1.1	17.5
-97.985374	41.275276	516.33	516.33	1.4	17.7
-97.985329	41.275276	516.32	516.32	1.5	16.7
-97.985275	41.275276	516.305	516.305	1.5	18.5
-97.985214	41.275276	516.282	516.282	1.4	20.9
-97.985168	41.275276	516.263	516.263	1.5	21.1
-97.985115	41.275276	516.259	516.259	1.5	18.8
-97.985077	41.275276	516.272	516.272	1.4	17.1
-97.985046	41.275276	516.274	516.274	1.2	21.5
-97.985001	41.275276	516.266	516.266	1.2	19.7
-97.984955	41.275276	516.256	516.256	1.1	20.8
-97.984909	41.275276	516.247	516.247	1.2	23.2
-97.984856	41.275276	516.244	516.244	1	22.5
-97.984802	41.275276	516.245	516.245	0.9	19.6
-97.984756	41.275276	516.253	516.253	0.9	17.1
-97.984695	41.275276	516.249	516.249	0.9	15.7
-97.984642	41.275272	516.24	516.24	1	18.4
-97.984596	41.275269	516.221	516.221	1.2	19.1
-97.984543	41.275269	516.174	516.174	1.2	21.5
-97.984482	41.275269	516.15	516.15	1	21.4
-97.984436	41.275269	516.165	516.165	0.9	23.1
-97.984383	41.275269	516.191	516.191	1.2	21.8
-97.984329	41.275269	516.178	516.178	1.1	19.2
-97.984268	41.275269	516.154	516.154	1	17.9
-97.984222	41.275269	516.144	516.144	1	21
-97.984177	41.275269	516.125	516.125	1.3	19.6
-97.984123	41.275269	516.121	516.121	1.7	19.1
-97.98407	41.275269	516.111	516.111	1.6	22
-97.984024	41.275269	516.086	516.086	1.5	21.3
-97.983978	41.275269	516.056	516.056	1.7	30
-97.983932	41.275269	516.025	516.025	1.9	30.4
-97.983902	41.275265	515.996	515.996	2	23.2
-97.983871	41.275261	515.98	515.98	2.1	29.2
-97.983849	41.275261	515.961	515.961	2.7	48
-97.983826	41.275261	515.95	515.95	2.9	64.4
-97.983803	41.275257	515.956	515.956	3.3	48.8
-97.983772	41.275257	515.922	515.922	4	68.1
-97.983749	41.275261	515.884	515.884	4.6	58.7
-97.983734	41.275269	515.837	515.837	3.7	61.4
-97.983719	41.275284	515.765	515.765	3.8	62.8
-97.983704	41.275299	515.729	515.729	3.2	53.5
-97.983688	41.275318	515.729	515.729	3.3	50.4
-97.983704	41.275333	515.762	515.762	3.4	51.1
-97.983719	41.275349	515.818	515.818	3.4	50.3
-97.983734	41.275356	515.88	515.88	2.8	38.2
-97.983757	41.27536	515.937	515.937	2.7	25.9
-97.98378	41.275368	515.983	515.983	2.4	25.5
-97.983803	41.27536	516.015	516.015	2.2	22.1
-97.983841	41.275352	516.047	516.047	2.2	19
-97.983871	41.275345	516.062	516.062	1.9	21
-97.98391	41.275341	516.068	516.068	2.2	21.3
-97.983948	41.275337	516.077	516.077	2.2	31
-97.983994	41.275333	516.072	516.072	2	30.2
-97.984039	41.275337	516.084	516.084	2	31.5
-97.984085	41.275341	516.105	516.105	2.2	27.6
-97.984146	41.275341	516.116	516.116	1.6	26.8
-97.984207	41.275341	516.14	516.14	1.5	22.9
-97.984253	41.275341	516.161	516.161	1.4	19.8
-97.984314	41.275341	516.151	516.151	1.6	22.7
-97.984375	41.275341	516.131	516.131	1.6	25.7
-97.984436	41.275341	516.132	516.132	1.3	21.5
-97.984489	41.275341	516.147	516.147	1.4	21
-97.984558	41.275341	516.171	516.171	1.4	24.6
-97.984619	41.275341	516.193	516.193	1.3	24
-97.98468	41.275341	516.212	516.212	1.4	25.6
-97.984734	41.275345	516.217	516.217	1.5	22.7
-97.984802	41.275349	516.216	516.216	1.7	25.3
-97.984856	41.275349	516.221	516.221	1.8	27.7
-97.984909	41.275349	516.218	516.218	1.5	19.3
-97.984978	41.275349	516.212	516.212	1.6	19.1
-97.985031	41.275349	516.211	516.211	1.6	21.2
-97.985085	41.275349	516.22	516.22	1.8	22.5
-97.98513	41.275349	516.228	516.228	1.9	23.6
-97.985168	41.275349	516.245	516.245	2	26.1
-97.985207	41.275349	516.256	516.256	2.1	27
-97.985245	41.275349	516.242	516.242	1.9	27.9
-97.985291	41.275349	516.243	516.243	1.8	25.4
-97.985344	41.275349	516.268	516.268	1.8	23.2
-97.985397	41.275349	516.297	516.297	1.8	25.1
-97.985458	41.275349	516.332	516.332	1.6	22.4
-97.985519	41.275349	516.361	516.361	1.5	18.8
-97.985573	41.275352	516.382	516.382	1.4	17.7
-97.985619	41.275356	516.412	516.412	1.4	16.8
-97.985672	41.275356	516.435	516.435	1.3	17.4
-97.985733	41.275356	516.446	516.446	1.2	16.4
-97.985779	41.275356	516.458	516.458	1.2	17.6
-97.98584	41.275356	516.49	516.49	1.3	15.9
-97.985901	41.275356	516.523	516.523	1.4	13.4
-97.985947	41.275356	516.536	516.536	1.2	11.8
-97.985992	41.275356	516.543	516.543	1	10.3
-97.986038	41.275356	516.555	516.555	1	9.7
-97.986092	41.275356	516.567	516.567	0.9	8.6
-97.986145	41.275356	516.586	516.586	0.9	8.1
-97.986198	41.275356	516.607	516.607	1	10.8
-97.986252	41.275356	516.619	516.619	1.1	16.4
-97.986305	41.275356	516.635	516.635	0.9	15.1
-97.986351	41.275356	516.669	516.669	0.9	12.9
-97.986404	41.275356	516.704	516.704	0.9	9.4
-97.986465	41.275356	516.746	516.746	0.7	7.7
-97.986511	41.27536	516.792	516.792	0.7	5.9
-97.986565	41.275368	516.82	516.82	0.7	9.6
-97.986618	41.275368	516.856	516.856	0.7	7.7
-97.986679	41.275368	516.896	516.896	0.6	5
-97.986725	41.275368	516.923	516.923	0.9	4.9
-97.986771	41.275368	516.915	516.915	0.5	3.9
-97.986832	41.275368	516.89	516.89	0.4	4
-97.986893	41.275368	516.883	516.883	0.4	3.9
-97.986946	41.275368	516.892	516.892	0.4	3.3
-97.987	41.275368	516.92	516.92	0.5	3.8
-97.987061	41.275368	516.954	516.954	0.7	4.8
-97.987122	41.275368	516.972	516.972	0.9	5.3
-97.987175	41.275368	516.98	516.98	0.9	5.6
-97.987244	41.275368	516.999	516.999	0.7	4.7
-97.987297	41.275368	517.013	517.013	0.9	5.4
-97.98735	41.275368	517.035	517.035	1	6.8
-97.987419	41.275368	517.055	517.055	1	7.5
-97.987473	41.275372	517.057	517.057	0.8	6
-97.987534	41.275375	517.061	517.061	0.7	6.8
-97.987595	41.275372	517.068	517.068	0.8	7.8
-97.98764	41.275372	517.087	517.087	0.8	7.9
-97.987694	41.275375	517.104	517.104	0.8	9.3
-97.987747	41.275372	517.107	517.107	0.8	7.8
-97.987801	41.275372	517.099	517.099	0.8	7.5
-97.987854	41.275375	517.089	517.089	0.8	8.1
-97.987907	41.275375	517.101	517.101	0.9	9.9
-97.987976	41.275375	517.125	517.125	1	9
-97.988029	41.275375	517.145	517.145	0.8	9.7
-97.988083	41.275375	517.163	517.163	0.8	10.6
-97.988144	41.275375	517.182	517.182	0.8	8.8
-97.988205	41.275375	517.201	517.201	0.7	8.2
-97.988258	41.275375	517.215	517.215	0.8	7.6
-97.988312	41.275375	517.219	517.219	0.8	6.9
-97.988373	41.275375	517.23	517.23	0.7	5.9
-97.988426	41.275375	517.239	517.239	0.8	7.8
-97.98848	41.275375	517.234	517.234	0.8	8.5
-97.988541	41.275375	517.211	517.211	0.8	7.6
-97.988586	41.275375	517.194	517.194	0.8	7.6
-97.988625	41.275375	517.192	517.192	0.8	7.9
-97.988655	41.275375	517.195	517.195	0.8	6.5
-97.988686	41.275375	517.203	517.203	0.7	7.6
-97.988708	41.275375	517.203	517.203	0.7	6.4
-97.988739	41.275375	517.229	517.229	0.9	9.6
-97.98877	41.275375	517.224	517.224	0.7	6.5
-97.988815	41.275375	517.199	517.199	0.8	7.4
-97.988853	41.275375	517.211	517.211	0.9	7.9
-97.988892	41.275375	517.216	517.216	0.9	8.1
-97.988953	41.275375	517.224	517.224	0.8	7.6
-97.989006	41.275375	517.229	517.229	0.8	8.2
-97.989059	41.275375	517.224	517.224	0.8	8.5
-97.989105	41.275375	517.232	517.232	0.8	10
-97.989159	41.275375	517.242	517.242	0.8	8.7
-97.989212	41.275375	517.257	517.257	0.8	8.7
-97.989265	41.275375	517.267	517.267	0.7	8.5
-97.989319	41.275375	517.253	517.253	0.7	10
-97.989365	41.275375	517.234	517.234	1	13.4
-97.98941	41.275375	517.2	517.2	1.2	15.2
-97.989456	41.275375	517.167	517.167	1.2	16.6
-97.98951	41.275375	517.167	517.167	0.9	14.6
-97.989563	41.275375	517.164	517.164	0.9	12.1
-97.989609	41.275375	517.123	517.123	0.9	14.6
-97.989655	41.275375	517.049	517.049	1	18.8
-97.9897	41.275375	516.972	516.972	1.3	17.9
-97.989731	41.275375	516.921	516.921	1.5	19.8
-97.989754	41.275375	516.873	516.873	1.6	21.3
-97.989769	41.275375	516.819	516.819	1.9	23.6
-97.989792	41.275379	516.768	516.768	2	24.4
-97.989822	41.275383	516.777	516.777	2.4	22.9
-97.989845	41.275383	516.839	516.839	1.9	20.1
-97.989876	41.275383	516.89	516.89	1.8	18.7
-97.989914	41.275383	516.936	516.936	1.6	17.3
-97.98996	41.275383	516.992	516.992	1.6	16.4
-97.989998	41.275383	517.052	517.052	1.3	15.4
-97.990051	41.275383	517.097	517.097	1.2	13.7
-97.990112	41.275383	517.133	517.133	1.1	14
-97.990158	41.275383	517.164	517.164	1.1	13.3
-97.990211	41.275383	517.186	517.186	1	15.4
-97.990265	41.275383	517.203	517.203	1.1	15.1
-97.990326	41.275383	517.214	517.214	1.3	13.6
-97.990372	41.275383	517.22	517.22	1.4	12.1
-97.990433	41.275383	517.234	517.234	1.1	8.6
-97.990486	41.275383	517.258	517.258	1	8.3
-97.99054	41.275383	517.292	517.292	1.1	8.2
-97.990593	41.275383	517.344	517.344	1	8.5
-97.990646	41.275383	517.401	517.401	1	9.1
-97.9907	41.275383	517.462	517.462	1	10.7
-97.990753	41.275383	517.505	517.505	1	9.9
-97.990814	41.275383	517.541	517.541	1.1	9.3
-97.99086	41.275383	517.594	517.594	1.1	9.1
-97.990921	41.275383	517.651	517.651	1	8.5
-97.990974	41.275383	517.706	517.706	1	9.2
-97.991028	41.275383	517.751	517.751	0.8	8.8
-97.991081	41.275383	517.788	517.788	0.9	8.3
-97.991135	41.275383	517.828	517.828	0.9	8.8
-97.991188	41.275383	517.862	517.862	0.8	9.6
-97.991234	41.275383	517.872	517.872	0.8	7.6
-97.991287	41.275383	517.866	517.866	0.9	8
-97.991333	41.275383	517.874	517.874	0.8	7.3
-97.991371	41.275383	517.901	517.901	0.8	9
-97.991409	41.275387	517.908	517.908	0.8	8
-97.99147	41.275391	517.906	517.906	0.9	8.2
-97.991531	41.275391	517.902	517.902	0.9	7.8
-97.991585	41.275391	517.883	517.883	0.9	8.3
-97.991638	41.275391	517.875	517.875	0.9	9
-97.991699	41.275391	517.878	517.878	1	9.5
-97.99176	41.275391	517.885	517.885	0.9	9.5
-97.991821	41.275391	517.901	517.901	0.9	8.8
-97.991882	41.275391	517.934	517.934	0.9	7.4
-97.991943	41.275391	517.962	517.962	0.7	6.6
-97.992004	41.275391	517.989	517.989	0.6	6.3
-97.99205	41.275391	518.032	518.032	0.6	6.8
-97.992111	41.275391	518.074	518.074	0.6	6.7
-97.992165	41.275391	518.114	518.114	0.6	6.5
-97.99221	41.275391	518.147	518.147	0.6	5.3
-97.992264	41.275391	518.185	518.185	0.6	4.3
-97.992317	41.275391	518.221	518.221	0.5	5.2
-97.992371	41.275391	518.248	518.248	0.5	5.6
-97.992424	41.275391	518.284	518.284	0.5	5
-97.992477	41.275391	518.328	518.328	0.4	4.1
-97.992523	41.275391	518.359	518.359	0.6	4.3
-97.992561	41.275391	518.373	518.373	0.5	3.9
-97.992592	41.275391	518.369	518.369	0.5	4.2
-97.99263	41.275391	518.378	518.378	0.6	5.5
-97.992661	41.275391	518.4	518.4	0.6	6.7
-97.992691	41.275391	518.421	518.421	0.6	6.4
-97.992737	41.275391	518.438	518.438	0.7	6.3
-97.992775	41.275391	518.455	518.455	0.7	5.4
-97.992813	41.275391	518.468	518.468	0.8	5.8
-97.992859	41.275391	518.469	518.469	0.8	6.7
-97.992889	41.275391	518.44	518.44	0.9	7.4
-97.99292	41.275391	518.402	518.402	0.9	6.1
-97.99295	41.275387	518.386	518.386	0.7	5.4
-97.992981	41.275383	518.378	518.378	0.7	7.1
-97.993004	41.275383	518.37	518.37	0.6	14.8
-97.993027	41.275383	518.37	518.37	0.6	8.1
-97.993042	41.275387	518.402	518.402	0.6	6.6
-97.993057	41.275394	518.433	518.433	0.5	4.6
-97.993073	41.275406	518.499	518.499	0.2	2.8
-97.993088	41.275421	518.591	518.591	0.2	1.7
-97.993095	41.27544	518.64	518.64	0.2	1.4
-97.993095	41.275459	518.647	518.647	0.3	2.2
-97.993088	41.275482	518.65	518.65	0.3	2.4
-97.993073	41.275494	518.653	518.653	0.3	5
-97.99305	41.275501	518.659	518.659	0.5	4
-97.993027	41.275505	518.655	518.655	0.6	5.9
-97.993004	41.275505	518.651	518.651	0.6	5.3
-97.992966	41.275501	518.646	518.646	0.6	6.3
-97.992935	41.275497	518.626	518.626	0.7	6.2
-97.992905	41.275494	518.622	518.622	0.6	6.9
-97.992874	41.27549	518.622	518.622	0.6	7.9
-97.992836	41.275482	518.631	518.631	0.7	5
-97.992798	41.275478	518.641	518.641	0.7	5.1
-97.99276	41.275478	518.624	518.624	0.7	5
-97.992722	41.275478	518.586	518.586	0.6	4.8
-97.992668	41.275482	518.554	518.554	0.6	4.7
-97.99263	41.27549	518.526	518.526	0.5	4.9
-97.992584	41.27549	518.507	518.507	0.5	4.4
-97.992538	41.27549	518.469	518.469	0.6	4.6
-97.992493	41.27549	518.407	518.407	0.6	4.9
-97.992455	41.27549	518.351	518.351	0.5	5.3
-97.992409	41.27549	518.313	518.313	0.7	6.8
-97.992355	41.27549	518.276	518.276	0.6	7.3
-97.99231	41.275482	518.221	518.221	0.6	6.4
-97.992264	41.275478	518.171	518.171	0.5	6.1
-97.99221	41.275478	518.126	518.126	0.6	6
-97.992157	41.275478	518.091	518.091	0.6	6.6
-97.992096	41.275478	518.06	518.06	0.6	7.3
-97.99205	41.275478	518.034	518.034	0.7	7.1
-97.992004	41.275478	518.029	518.029	0.7	7.9
-97.991951	41.275478	518.02	518.02	0.8	8
-97.991898	41.275478	517.988	517.988	0.9	7.8
-97.991844	41.275478	517.953	517.953	0.9	8.8
-97.991791	41.275478	517.938	517.938	0.9	10.1
-97.991745	41.275478	517.933	517.933	1	9.6
-97.991692	41.275478	517.904	517.904	1	9.8
-97.991638	41.275478	517.883	517.883	1	9.6
-97.991577	41.275478	517.878	517.878	1	9.6
-97.991516	41.275478	517.867	517.867	1	9.3
-97.991463	41.275478	517.836	517.836	0.9	11
-97.991409	41.275478	517.799	517.799	0.8	11
-97.991348	41.275478	517.775	517.775	0.8	12.4
-97.991287	41.275478	517.732	517.732	0.7	11
-97.991234	41.275478	517.695	517.695	0.8	10.1
-97.99118	41.275478	517.678	517.678	0.8	10.8
-97.991119	41.275478	517.661	517.661	0.8	10.1
-97.991066	41.275478	517.641	517.641	1	9.3
-97.990997	41.275478	517.615	517.615	1.1	9.8
-97.990936	41.275478	517.583	517.583	0.9	9.5
-97.990868	41.275478	517.535	517.535	0.8	10.1
-97.990814	41.275478	517.49	517.49	0.9	8.1
-97.990753	41.275478	517.454	517.454	0.9	7.9
-97.990692	41.275478	517.414	517.414	0.8	7.7
-97.990623	41.275478	517.375	517.375	0.8	7.4
-97.990555	41.275478	517.353	517.353	0.8	7.6
-97.990501	41.275478	517.329	517.329	0.8	8
-97.990448	41.275478	517.296	517.296	0.8	8.7
-97.990387	41.275478	517.275	517.275	1	10.6
-97.990334	41.275478	517.265	517.265	1.3	15.4
-97.99028	41.275475	517.247	517.247	0.8	12.7
-97.990219	41.275475	517.214	517.214	0.9	12
